emp_no,birth_date,first_name,last_name,gender,hire_date,emp_no,title,from_date,to_date
23129,1960-10-26,Candido,Zallocco,M,1985-09-23,23129,"Senior Engineer",1985-09-23,9999-01-01
23137,1959-05-19,Weiye,Setlzner,F,1986-07-02,23137,"Senior Engineer",1986-07-17,9999-01-01
23140,1958-03-02,Bouchung,Barreiro,M,1986-12-08,23140,"Senior Engineer",1992-04-04,9999-01-01
23147,1962-05-25,Shin,Fiutem,M,1992-08-07,23147,"Senior Engineer",1992-08-07,9999-01-01
23150,1960-11-02,Adam,Muchinsky,M,1986-06-17,23150,"Senior Engineer",1991-06-17,9999-01-01
23151,1955-03-09,Ortrun,Lunt,M,1986-04-26,23151,"Senior Engineer",2002-03-26,9999-01-01
23153,1952-09-28,Aemilian,Alblas,F,1989-03-21,23153,"Senior Engineer",1998-01-14,9999-01-01
23154,1957-03-01,Subhada,Luga,F,1985-05-16,23154,"Senior Engineer",1990-05-16,9999-01-01
23156,1959-10-03,Masali,Ghazalie,M,1992-06-27,23156,"Senior Engineer",1997-06-27,9999-01-01
23157,1953-06-25,Siddarth,Llado,M,1988-09-13,23157,"Senior Engineer",1992-08-08,9999-01-01
23158,1960-07-04,Valter,Ohori,M,1990-06-29,23158,"Senior Engineer",1996-06-28,9999-01-01
23161,1960-05-02,Elliott,Bernini,M,1987-10-02,23161,"Senior Engineer",1994-02-11,9999-01-01
23166,1963-12-10,Yuchang,Trelles,M,1990-07-12,23166,"Senior Engineer",1998-07-12,9999-01-01
23167,1959-02-05,Rasikan,Huxford,M,1985-03-09,23167,"Senior Engineer",1985-03-09,9999-01-01
23168,1955-10-15,Alejandra,Redmiles,F,1993-08-29,23168,"Senior Engineer",1998-08-29,9999-01-01
23169,1959-12-25,Troy,Feldhoffer,M,1986-09-07,23169,"Senior Engineer",1992-09-06,9999-01-01
23171,1954-11-05,Francoise,Ferretti,M,1994-10-07,23171,"Senior Engineer",2001-10-07,9999-01-01
23175,1962-03-21,Teunis,Kawashima,F,1992-12-08,23175,"Senior Engineer",2000-12-08,9999-01-01
23178,1955-09-11,Barton,Streit,F,1991-05-17,23178,"Senior Engineer",1997-05-16,9999-01-01
23179,1961-03-14,Mooi,Gulak,F,1987-04-15,23179,"Senior Engineer",1992-11-10,1995-09-18
23180,1955-05-08,Masanao,Renear,M,1990-04-28,23180,"Senior Engineer",1990-04-28,9999-01-01
23181,1959-05-18,Lein,Erni,M,1989-07-04,23181,"Senior Engineer",1997-07-01,9999-01-01
23185,1959-09-02,Doohun,Hempstead,M,1988-02-15,23185,"Senior Engineer",1995-01-28,9999-01-01
23192,1959-09-30,Shigenori,Schiettecatte,M,1986-07-12,23192,"Senior Engineer",1992-07-11,9999-01-01
23203,1961-06-09,Feixiong,Herbst,M,1987-12-15,23203,"Senior Engineer",1995-12-15,9999-01-01
23215,1962-01-02,Hatem,Horswill,F,1986-05-23,23215,"Senior Engineer",1995-05-23,9999-01-01
23217,1954-03-22,Elliott,Swiler,F,1989-12-17,23217,"Senior Engineer",1997-12-20,9999-01-01
23218,1964-10-27,Jianhua,Spieker,M,1988-08-20,23218,"Senior Engineer",1997-08-20,9999-01-01
23220,1952-08-31,Christoper,Back,F,1985-12-02,23220,"Senior Engineer",1990-12-02,9999-01-01
23221,1954-02-11,Khosrow,Wielonsky,M,1989-01-16,23221,"Senior Engineer",1997-10-29,2000-10-24
23228,1961-08-30,IEEE,Manderick,F,1993-04-05,23228,"Senior Engineer",2002-04-04,2002-07-01
23229,1959-02-14,Abdelaziz,Rikino,M,1989-02-25,23229,"Senior Engineer",1989-10-17,9999-01-01
23233,1964-10-31,Jixiang,Lenart,M,1993-07-07,23233,"Senior Engineer",1999-11-22,9999-01-01
23236,1961-08-23,Faiza,Kenevan,M,1985-06-13,23236,"Senior Engineer",1997-11-24,9999-01-01
23241,1964-08-26,Leen,Kroll,F,1985-06-28,23241,"Senior Engineer",1987-05-23,9999-01-01
23244,1962-05-09,Mads,Stanfel,M,1986-08-29,23244,"Senior Engineer",1991-08-29,9999-01-01
23250,1958-02-20,Alexius,Rosaz,M,1986-11-07,23250,"Senior Engineer",1994-11-07,9999-01-01
23252,1954-09-13,Dzung,Simkin,F,1985-03-19,23252,"Senior Engineer",1993-03-19,9999-01-01
23255,1964-10-07,Mototsugu,Zolotykh,F,1986-10-30,23255,"Senior Engineer",1995-10-30,9999-01-01
23256,1959-02-24,Jinxi,Angelov,F,1994-04-05,23256,"Senior Engineer",1994-04-05,9999-01-01
23259,1958-11-16,Kayoko,Heuser,F,1985-02-16,23259,"Senior Engineer",1993-02-16,9999-01-01
23263,1957-06-06,Maia,Litecky,F,1988-12-10,23263,"Senior Engineer",1995-12-11,9999-01-01
23265,1959-11-21,Ugo,Passafiume,F,1991-11-13,23265,"Senior Engineer",2001-07-03,9999-01-01
23266,1958-12-16,Henk,Butterworth,M,1992-01-31,23266,"Senior Engineer",2001-01-30,9999-01-01
23269,1952-02-15,Aamer,Szmurlo,M,1988-05-25,23269,"Senior Engineer",1988-05-25,9999-01-01
23270,1957-12-04,Aloke,Swan,M,1989-04-10,23270,"Senior Engineer",1996-04-10,2000-10-23
23272,1953-01-14,Sungwon,Yurek,F,1987-09-30,23272,"Senior Engineer",1991-04-27,1997-01-06
23277,1954-08-07,Berthier,Cairo,M,1989-08-06,23277,"Senior Engineer",1995-08-06,9999-01-01
23278,1954-11-20,Hein,Morrey,F,1986-01-24,23278,"Senior Engineer",1991-01-24,9999-01-01
23281,1963-01-31,Przemyslawa,Asmuth,M,1992-05-22,23281,"Senior Engineer",1998-02-24,9999-01-01
23289,1962-06-08,Rayond,Rosti,M,1987-11-11,23289,"Senior Engineer",1998-02-21,9999-01-01
23294,1958-01-08,Berthier,Penz,M,1985-10-18,23294,"Senior Engineer",1999-04-30,9999-01-01
23296,1957-02-10,Takahira,Fandrianto,M,1985-11-12,23296,"Senior Engineer",2001-11-12,9999-01-01
23305,1962-05-24,Takahiro,Aloia,M,1985-03-17,23305,"Senior Engineer",1995-03-13,9999-01-01
23306,1953-04-09,Ziva,Falco,F,1986-01-03,23306,"Senior Engineer",1995-09-18,1996-11-24
23307,1961-04-09,Suebskul,Binding,M,1985-04-01,23307,"Senior Engineer",1991-04-01,9999-01-01
23312,1961-02-01,Xumin,Zykh,M,1986-03-30,23312,"Senior Engineer",1993-03-30,9999-01-01
23313,1958-04-24,Jiakeng,Ossenbruggen,F,1988-11-23,23313,"Senior Engineer",1997-11-23,9999-01-01
23323,1955-08-23,Siamak,Alvarado,F,1985-04-01,23323,"Senior Engineer",1994-04-01,9999-01-01
23326,1962-03-23,Yuriy,Nitta,F,1986-01-16,23326,"Senior Engineer",2001-02-22,9999-01-01
23330,1955-11-08,Aloke,Cooley,M,1985-10-05,23330,"Senior Engineer",1991-10-05,9999-01-01
23331,1961-01-03,Jixiang,Llado,M,1987-03-31,23331,"Senior Engineer",1994-03-31,9999-01-01
23332,1964-08-20,Kwan,Luce,F,1987-03-30,23332,"Senior Engineer",1991-01-10,1999-06-25
23333,1953-03-30,Becky,Nicolson,M,1993-09-17,23333,"Senior Engineer",1997-08-12,9999-01-01
23335,1953-09-16,Itzchak,Sooriamurthi,M,1990-01-13,23335,"Senior Engineer",1997-01-13,9999-01-01
23337,1955-01-26,Sachar,Brizzi,M,1989-01-08,23337,"Senior Engineer",1997-06-21,9999-01-01
23338,1960-06-14,Prasadram,Gulik,M,1990-10-03,23338,"Senior Engineer",1993-11-04,9999-01-01
23341,1959-01-25,Kazuhito,Jansen,M,1985-06-30,23341,"Senior Engineer",1994-06-30,9999-01-01
23344,1963-08-03,Shih,Denti,F,1986-08-12,23344,"Senior Engineer",1986-08-12,9999-01-01
23347,1955-08-08,Kwun,Rosaz,F,1988-07-21,23347,"Senior Engineer",2000-09-23,9999-01-01
23349,1964-02-06,Zorica,Thiria,M,1988-05-15,23349,"Senior Engineer",1997-05-15,9999-01-01
23364,1958-10-01,Christophe,Rosch,M,1989-07-13,23364,"Senior Engineer",1989-07-13,9999-01-01
23365,1958-09-12,Valeska,Suessmith,M,1985-05-10,23365,"Senior Engineer",1985-05-10,9999-01-01
23368,1962-07-09,Changho,Stroustrup,F,1987-03-09,23368,"Senior Engineer",1993-03-08,9999-01-01
23371,1955-12-20,Alassane,Moehrke,M,1993-07-20,23371,"Senior Engineer",2002-05-07,9999-01-01
23379,1959-03-03,Kankanahalli,Veldwijk,F,1992-04-11,23379,"Senior Engineer",1999-04-12,9999-01-01
23382,1961-09-24,Kiyomitsu,Perz,F,1987-08-20,23382,"Senior Engineer",1987-08-20,9999-01-01
23383,1957-02-16,Zhenhua,Peron,F,1993-01-23,23383,"Senior Engineer",1993-11-23,9999-01-01
23391,1959-07-09,Shen,Strehl,M,1989-07-20,23391,"Senior Engineer",1989-07-20,9999-01-01
23392,1958-08-05,Shigeu,Peak,F,1985-09-26,23392,"Senior Engineer",1994-11-05,2001-10-17
23394,1956-10-18,Taisook,Trystram,F,1990-02-18,23394,"Senior Engineer",1996-02-18,9999-01-01
23399,1958-06-29,Shmuel,Schapire,M,1988-02-07,23399,"Senior Engineer",1994-02-06,9999-01-01
23400,1957-04-25,Tse,Baranowski,M,1985-04-15,23400,"Senior Engineer",1985-04-15,9999-01-01
23402,1962-10-02,Zejun,Zobel,M,1991-01-08,23402,"Senior Engineer",2000-01-08,9999-01-01
23404,1953-03-04,Anneli,Gini,F,1988-04-27,23404,"Senior Engineer",1988-04-27,9999-01-01
23408,1960-02-15,Dulce,Rousseau,F,1985-12-28,23408,"Senior Engineer",1993-12-28,9999-01-01
23410,1964-05-23,Shao,Brattka,F,1986-01-09,23410,"Senior Engineer",1986-01-09,9999-01-01
23414,1953-09-24,Rosli,Fontan,M,1993-01-27,23414,"Senior Engineer",2002-01-27,9999-01-01
23415,1964-03-25,Arto,Bugrara,F,1985-11-24,23415,"Senior Engineer",1990-11-24,1991-10-26
23419,1961-02-27,Geraldo,Marsiglia,M,1985-08-17,23419,"Senior Engineer",1997-08-22,9999-01-01
23420,1952-08-07,Rosli,Gronowski,M,1986-07-12,23420,"Senior Engineer",1995-07-12,9999-01-01
23422,1952-08-14,Leszek,Huhdanpaa,F,1995-12-26,23422,"Senior Engineer",2001-12-25,9999-01-01
23425,1960-10-18,Weijing,Viele,M,1986-07-27,23425,"Senior Engineer",1986-07-27,9999-01-01
23430,1954-05-19,Dmitri,Pargas,M,1989-05-24,23430,"Senior Engineer",1998-04-19,9999-01-01
23434,1962-12-15,Tesuya,Suwa,M,1989-12-15,23434,"Senior Engineer",1996-12-15,9999-01-01
23435,1961-05-29,Ayakannu,Shimshoni,F,1994-08-10,23435,"Senior Engineer",1995-08-06,9999-01-01
23441,1953-12-26,Sarita,Staudhammer,M,1985-12-19,23441,"Senior Engineer",1999-12-23,9999-01-01
23443,1954-06-13,Uzi,Botman,M,1997-04-04,23443,"Senior Engineer",1997-04-04,9999-01-01
23448,1953-06-11,Gil,Unno,M,1988-01-19,23448,"Senior Engineer",1988-01-19,9999-01-01
23449,1961-07-15,Boutros,Winter,F,1989-05-09,23449,"Senior Engineer",1998-09-02,9999-01-01
23456,1962-01-15,Sanjai,Feldhoffer,M,1998-04-12,23456,"Senior Engineer",1999-02-26,9999-01-01
23461,1958-11-28,Baruch,Uchoa,F,1993-12-08,23461,"Senior Engineer",1998-12-08,9999-01-01
23462,1958-05-13,Anneke,Hertweck,M,1988-08-17,23462,"Senior Engineer",1993-08-17,2001-11-17
23466,1955-04-03,Chikara,Anandan,F,1986-02-22,23466,"Senior Engineer",2000-12-27,9999-01-01
23468,1960-12-18,Tzvetan,Cmelik,M,1986-05-14,23468,"Senior Engineer",2002-04-02,9999-01-01
23470,1952-05-22,Neven,Hutton,F,1985-09-05,23470,"Senior Engineer",1993-09-05,9999-01-01
23473,1963-03-28,Toshimori,Zeleznik,F,1996-06-25,23473,"Senior Engineer",2002-06-25,9999-01-01
23474,1958-11-30,Mori,Plessier,M,1985-12-08,23474,"Senior Engineer",1993-12-08,9999-01-01
23484,1955-08-20,Boutros,Lorys,F,1990-11-09,23484,"Senior Engineer",1995-11-09,9999-01-01
23490,1955-04-18,Xiaoheng,Zumaque,M,1985-10-07,23490,"Senior Engineer",1993-10-07,1996-02-16
23491,1957-10-24,Juyoung,Mersereau,F,1985-12-15,23491,"Senior Engineer",1991-12-15,9999-01-01
23497,1956-12-26,Stevo,Sevcikova,M,1988-06-04,23497,"Senior Engineer",1991-09-02,9999-01-01
23501,1952-10-16,Gully,Keirsey,F,1989-12-04,23501,"Senior Engineer",1997-12-04,9999-01-01
23509,1962-10-20,Xiong,Tanemo,M,1992-05-25,23509,"Senior Engineer",1998-05-25,9999-01-01
23511,1953-02-07,Amalendu,Gecseg,F,1988-09-25,23511,"Senior Engineer",1997-09-25,9999-01-01
23512,1962-06-10,Xiaoheng,Sury,F,1985-02-27,23512,"Senior Engineer",1994-02-27,9999-01-01
23516,1962-10-19,Xiaoqiu,Oskamp,M,1988-04-20,23516,"Senior Engineer",1993-04-20,9999-01-01
23518,1959-03-17,Gritta,Wossner,M,1985-08-19,23518,"Senior Engineer",1993-08-19,9999-01-01
23519,1957-02-01,Shir,Speckmann,M,1988-04-20,23519,"Senior Engineer",1997-04-20,9999-01-01
23524,1958-07-10,Khalid,Heiserman,M,1990-06-22,23524,"Senior Engineer",1997-06-22,9999-01-01
23526,1961-11-30,Sanjay,Kornyak,M,1988-03-15,23526,"Senior Engineer",1993-03-15,9999-01-01
23530,1959-05-03,Sariel,Fortenbacher,M,1988-05-25,23530,"Senior Engineer",1993-05-25,9999-01-01
23533,1953-05-01,Shimshon,Heemskerk,M,1985-03-11,23533,"Senior Engineer",1994-05-05,9999-01-01
23536,1955-10-11,Nagui,Vural,F,1987-01-21,23536,"Senior Engineer",1997-05-03,9999-01-01
23553,1964-05-25,Nagui,Rodham,M,1991-03-08,23553,"Senior Engineer",1991-05-04,9999-01-01
23554,1954-02-20,Toshiki,Bail,F,1986-05-16,23554,"Senior Engineer",1993-05-16,9999-01-01
23558,1958-09-30,Moie,Swist,F,1988-05-03,23558,"Senior Engineer",1988-05-03,9999-01-01
23559,1956-05-28,Hitomi,Eterovic,M,1994-08-22,23559,"Senior Engineer",2001-05-10,9999-01-01
23561,1955-08-14,Jingling,Zizka,M,1985-03-31,23561,"Senior Engineer",2002-02-24,9999-01-01
23563,1954-10-03,Muzhong,Bale,M,1998-07-06,23563,"Senior Engineer",1998-07-06,9999-01-01
23566,1961-10-23,Aimee,Pargas,M,1987-01-07,23566,"Senior Engineer",1994-01-07,9999-01-01
23568,1961-04-25,Pascal,Benzmuller,M,1985-06-10,23568,"Senior Engineer",1985-06-10,9999-01-01
23569,1954-09-11,Minghong,Rodier,M,1996-10-24,23569,"Senior Engineer",1996-12-16,9999-01-01
23572,1961-11-30,Saeko,Bernick,M,1994-09-04,23572,"Senior Engineer",1994-09-04,1995-05-07
23573,1953-04-28,Hercules,Steinauer,M,1986-11-17,23573,"Senior Engineer",1999-09-06,9999-01-01
23575,1962-09-12,Mani,Remmers,F,1986-10-28,23575,"Senior Engineer",1986-10-28,9999-01-01
23577,1956-11-05,Bezalel,Papsdorf,M,1986-09-16,23577,"Senior Engineer",1986-09-16,9999-01-01
23585,1964-10-08,Tamiya,Back,M,1986-01-30,23585,"Senior Engineer",1993-10-29,9999-01-01
23589,1954-12-06,Ziya,Perko,M,1985-04-28,23589,"Senior Engineer",1993-04-28,9999-01-01
23596,1964-11-20,Mabry,Docker,M,1986-05-18,23596,"Senior Engineer",1995-11-10,9999-01-01
23598,1952-04-30,Sashi,Dayana,M,1991-11-01,23598,"Senior Engineer",2000-10-31,9999-01-01
23600,1964-11-12,Christ,Goldhammer,F,1986-01-23,23600,"Senior Engineer",1992-05-25,1992-09-16
23606,1956-06-15,Theirry,Zirintsis,M,1986-09-17,23606,"Senior Engineer",1992-09-16,9999-01-01
23612,1964-08-26,Otmar,Portugali,F,1985-07-08,23612,"Senior Engineer",1993-07-08,9999-01-01
23618,1956-04-05,Taizo,McAffer,M,1990-01-22,23618,"Senior Engineer",1995-01-22,9999-01-01
23622,1956-01-25,Siamak,Rosiles,M,1985-08-12,23622,"Senior Engineer",1990-08-12,9999-01-01
23634,1961-05-10,Shahid,Fadgyas,F,1990-03-24,23634,"Senior Engineer",1998-03-24,9999-01-01
23636,1956-09-01,Sumant,Tsukune,M,1988-11-23,23636,"Senior Engineer",1993-11-23,1997-05-09
23637,1961-04-16,Kiyotoshi,Lunt,M,1992-01-11,23637,"Senior Engineer",1999-08-12,9999-01-01
23640,1954-12-08,Leucio,Mamelak,M,1985-06-08,23640,"Senior Engineer",1990-06-08,9999-01-01
23641,1964-06-04,Rosalyn,Poulakidas,F,1989-04-14,23641,"Senior Engineer",2000-05-24,9999-01-01
23647,1956-02-21,Mads,Bellone,F,1998-01-10,23647,"Senior Engineer",1998-01-10,9999-01-01
23649,1953-08-12,Mohamadou,Docker,M,1990-11-23,23649,"Senior Engineer",1995-11-23,9999-01-01
23650,1959-03-25,Hitomi,Cangellaris,M,1991-09-26,23650,"Senior Engineer",1991-09-26,1995-10-09
23651,1964-10-25,Uta,Nishimukai,M,1991-03-26,23651,"Senior Engineer",1999-03-26,9999-01-01
23654,1960-08-13,Annemarie,Hainaut,M,1987-03-31,23654,"Senior Engineer",1995-11-04,9999-01-01
23657,1959-03-28,Hideyuki,Perez,F,1990-09-27,23657,"Senior Engineer",1990-09-27,2002-02-16
23659,1955-05-21,Gina,Verhoeff,M,1985-04-23,23659,"Senior Engineer",1995-04-25,9999-01-01
23666,1959-09-07,Hein,Theuretzbacher,M,1987-11-30,23666,"Senior Engineer",1998-05-26,9999-01-01
23668,1956-04-27,Odoardo,Penn,M,1987-08-22,23668,"Senior Engineer",1994-08-22,9999-01-01
23670,1960-06-20,Zvonko,Segond,F,1988-10-16,23670,"Senior Engineer",1988-10-16,9999-01-01
23671,1955-01-22,Weiwu,Burnard,F,1990-02-26,23671,"Senior Engineer",1996-02-26,9999-01-01
23675,1957-05-04,Danny,Peyn,F,1985-02-25,23675,"Senior Engineer",1996-11-03,9999-01-01
23678,1952-10-09,Saniya,Journel,F,1991-12-03,23678,"Senior Engineer",1999-12-03,9999-01-01
23680,1962-07-14,Mary,Navazio,F,1986-09-17,23680,"Senior Engineer",1999-09-13,9999-01-01
23684,1963-12-28,Leni,Nishimukai,M,1987-03-19,23684,"Senior Engineer",1994-03-19,9999-01-01
23692,1953-08-04,Aris,Merey,M,1986-10-03,23692,"Senior Engineer",1999-02-15,9999-01-01
23693,1960-04-15,Tristan,Krupka,F,1987-01-12,23693,"Senior Engineer",1997-06-22,9999-01-01
23699,1959-09-20,Kazuhira,Hellwagner,F,1990-01-26,23699,"Senior Engineer",2002-01-25,9999-01-01
23702,1958-09-11,Matk,Colorni,F,1985-06-20,23702,"Senior Engineer",1993-06-20,9999-01-01
23705,1953-11-09,Mokhtar,Wursthorn,M,1995-05-10,23705,"Senior Engineer",1999-07-23,9999-01-01
23706,1964-05-09,Bilhanan,Trystram,M,1989-08-14,23706,"Senior Engineer",1999-08-14,9999-01-01
23709,1957-01-15,Nahid,Seuren,M,1988-05-11,23709,"Senior Engineer",1988-05-11,9999-01-01
23710,1962-01-08,Hugh,Falco,M,1986-01-05,23710,"Senior Engineer",1991-03-02,1992-10-20
23711,1963-05-18,Alassane,Serre,M,1985-10-13,23711,"Senior Engineer",1991-10-13,9999-01-01
23713,1953-01-27,Vasilis,Wrigley,F,1992-06-29,23713,"Senior Engineer",2001-06-29,9999-01-01
23714,1956-10-10,Satoru,Lambe,F,1991-12-06,23714,"Senior Engineer",2001-12-05,9999-01-01
23715,1952-10-20,Siamak,Czaja,M,1990-11-23,23715,"Senior Engineer",1999-11-23,9999-01-01
23719,1955-05-19,Martina,Butner,M,1989-04-06,23719,"Senior Engineer",1989-04-06,9999-01-01
23720,1952-06-02,Shih,Horswill,F,1989-03-29,23720,"Senior Engineer",1994-03-29,9999-01-01
23722,1958-07-04,Denny,Verspoor,M,1991-10-05,23722,"Senior Engineer",1997-10-04,9999-01-01
23723,1958-11-08,Gianluca,Nicolson,M,1987-07-22,23723,"Senior Engineer",1996-07-21,9999-01-01
23726,1960-02-13,Guenter,Bardell,M,1986-04-19,23726,"Senior Engineer",1993-04-19,1999-03-01
23727,1955-01-30,Kerryn,Bressoud,F,1998-07-29,23727,"Senior Engineer",1998-07-29,2001-03-09
23733,1955-07-20,Barry,Vandervoorde,F,1991-03-07,23733,"Senior Engineer",2002-01-07,9999-01-01
23745,1964-10-14,Kwan,Morrey,F,1993-10-07,23745,"Senior Engineer",1998-11-26,2002-05-20
23746,1962-01-26,Ymte,Mersereau,M,1992-10-20,23746,"Senior Engineer",1993-07-02,9999-01-01
23749,1954-10-06,Emdad,Ponthieu,F,1987-01-16,23749,"Senior Engineer",1995-01-16,9999-01-01
23750,1962-11-09,Uma,Bratsberg,M,1988-03-06,23750,"Senior Engineer",1997-11-23,9999-01-01
23751,1958-07-29,Saeko,Fritzsche,M,1988-03-14,23751,"Senior Engineer",1990-12-10,9999-01-01
23753,1955-09-26,Karsten,Isaac,M,1985-12-15,23753,"Senior Engineer",1992-12-15,9999-01-01
23758,1954-04-23,Dinah,Serre,M,1991-04-01,23758,"Senior Engineer",1999-04-01,9999-01-01
23766,1961-12-27,Xiaoqiang,Krider,F,1986-03-12,23766,"Senior Engineer",1994-03-12,1994-10-15
23768,1960-01-08,Unal,Borovoy,M,1985-10-10,23768,"Senior Engineer",1990-10-10,9999-01-01
23771,1959-10-04,Sergi,Copas,F,1991-11-02,23771,"Senior Engineer",2000-11-01,9999-01-01
23776,1959-06-10,Koichi,Lindenbaum,M,1991-10-14,23776,"Senior Engineer",2000-10-13,9999-01-01
23777,1955-04-24,Juichirou,Kilgore,M,1985-02-28,23777,"Senior Engineer",1992-02-29,9999-01-01
23783,1953-06-11,Nevio,Swan,M,1988-06-04,23783,"Senior Engineer",1988-06-04,1995-08-04
23785,1955-09-12,Zito,Gihr,F,1992-02-16,23785,"Senior Engineer",1994-09-13,9999-01-01
23810,1960-11-28,Barry,Fritzsche,M,1985-07-04,23810,"Senior Engineer",1999-11-19,9999-01-01
23811,1955-10-07,Ult,Ramras,M,1989-08-07,23811,"Senior Engineer",1998-08-07,9999-01-01
23820,1957-06-23,Nahid,Barriga,M,1985-10-23,23820,"Senior Engineer",1990-10-23,9999-01-01
23822,1952-10-21,Faiza,Rosar,M,1985-06-01,23822,"Senior Engineer",1991-06-01,9999-01-01
23823,1959-03-24,Halsur,Polupanov,M,1991-09-12,23823,"Senior Engineer",1996-09-11,9999-01-01
23826,1957-05-18,JoAnne,Lindqvist,M,1988-01-12,23826,"Senior Engineer",1994-01-11,9999-01-01
23827,1960-10-01,Roded,Antonakopoulos,F,1995-10-24,23827,"Senior Engineer",2001-10-23,9999-01-01
23832,1963-02-03,Franziska,Hooghiemstra,M,1994-06-27,23832,"Senior Engineer",2000-06-26,9999-01-01
23837,1963-06-10,Arun,Orlowska,M,1985-05-27,23837,"Senior Engineer",1999-10-26,9999-01-01
23842,1953-08-27,Genevieve,Birdsall,F,1988-12-18,23842,"Senior Engineer",1993-12-18,9999-01-01
23844,1963-08-23,George,Ladret,F,1986-05-04,23844,"Senior Engineer",2001-02-17,9999-01-01
23845,1952-12-30,Zvonko,Rosaz,M,1990-09-24,23845,"Senior Engineer",1991-10-24,9999-01-01
23850,1955-12-18,Jeong,Erde,M,1991-05-21,23850,"Senior Engineer",2000-07-23,9999-01-01
23851,1956-05-10,Mayumi,Haumacher,F,1990-06-06,23851,"Senior Engineer",1990-06-06,9999-01-01
23857,1952-02-03,Kristen,Frijda,M,1986-05-31,23857,"Senior Engineer",1997-05-10,9999-01-01
23862,1954-08-24,Guangming,Zaiane,M,1990-10-29,23862,"Senior Engineer",1999-09-24,9999-01-01
23872,1953-04-04,Cedric,Ranst,M,1988-11-10,23872,"Senior Engineer",1991-02-03,9999-01-01
23878,1959-11-24,Qiwen,Eiter,M,1990-11-03,23878,"Senior Engineer",2001-11-04,9999-01-01
23880,1954-04-30,Hairong,Angelopoulos,F,1986-11-01,23880,"Senior Engineer",1994-11-01,9999-01-01
23882,1962-06-11,Kenroku,Candan,M,1988-10-16,23882,"Senior Engineer",2002-01-24,9999-01-01
23892,1954-06-13,Kousuke,Eterovic,M,1989-01-08,23892,"Senior Engineer",1998-01-08,9999-01-01
23894,1960-04-22,Utpal,Magalhaes,M,1986-12-26,23894,"Senior Engineer",1986-12-26,9999-01-01
23899,1954-08-16,Anyuan,Muhling,M,1989-07-16,23899,"Senior Engineer",1997-07-16,9999-01-01
23913,1960-08-26,Yongdong,Steinauer,M,1985-07-20,23913,"Senior Engineer",1985-07-20,9999-01-01
23918,1962-12-19,Dines,Taubman,F,1992-02-16,23918,"Senior Engineer",1999-02-24,9999-01-01
23924,1954-04-13,Shakhar,Solovay,M,1985-07-22,23924,"Senior Engineer",1985-07-22,9999-01-01
23926,1954-07-07,Juyoung,Schwaller,M,1989-04-14,23926,"Senior Engineer",1997-04-14,9999-01-01
23927,1963-10-27,Mariangiola,Poehlman,M,1990-07-28,23927,"Senior Engineer",1995-07-28,9999-01-01
23928,1959-11-07,Shounak,Kaelbling,M,1986-04-28,23928,"Senior Engineer",2001-08-14,9999-01-01
23930,1954-10-03,Sreenivas,Frezza,F,1987-06-30,23930,"Senior Engineer",1997-02-28,9999-01-01
23932,1953-04-02,Lubomir,Harbusch,M,1988-02-02,23932,"Senior Engineer",1993-02-01,9999-01-01
23933,1961-09-11,Jasminko,Kinley,M,1991-11-24,23933,"Senior Engineer",1999-11-24,9999-01-01
23936,1961-05-28,Remzi,Fordan,M,1986-07-08,23936,"Senior Engineer",1993-05-27,9999-01-01
23937,1963-03-15,Aruna,Heuter,F,1986-01-31,23937,"Senior Engineer",1994-01-31,9999-01-01
23938,1955-07-11,Nahum,Facello,M,1985-09-15,23938,"Senior Engineer",1985-09-15,9999-01-01
23939,1962-07-05,Abdelghani,Perz,M,1993-12-23,23939,"Senior Engineer",2001-12-23,9999-01-01
23940,1952-11-11,Jingling,Haldar,F,1987-04-19,23940,"Senior Engineer",2001-01-15,9999-01-01
23941,1958-12-03,Mani,Berztiss,F,1992-05-26,23941,"Senior Engineer",2001-05-26,9999-01-01
23943,1953-06-13,Hyuncheol,Fritzsche,F,1985-06-11,23943,"Senior Engineer",1992-06-11,1992-07-31
23945,1956-12-16,Alain,Crelier,M,1987-11-11,23945,"Senior Engineer",1995-11-11,9999-01-01
23950,1961-12-30,Chriss,Rajala,F,1985-12-13,23950,"Senior Engineer",1988-03-19,9999-01-01
23951,1953-01-05,Sachem,Muchinsky,F,1992-02-11,23951,"Senior Engineer",2000-02-11,9999-01-01
23954,1964-08-05,Dante,Poupard,F,1993-10-01,23954,"Senior Engineer",1997-09-07,9999-01-01
23955,1958-05-21,Bader,Waschkowski,M,1993-09-06,23955,"Senior Engineer",1993-09-06,9999-01-01
23963,1953-10-18,Goo,Soloway,M,1985-05-03,23963,"Senior Engineer",1995-04-21,9999-01-01
23965,1959-12-14,Moni,Michaels,M,1988-04-08,23965,"Senior Engineer",1997-04-08,9999-01-01
23969,1954-10-28,Elgin,Sullins,M,1986-09-16,23969,"Senior Engineer",1998-09-15,9999-01-01
23971,1962-04-19,Stafford,Chinen,M,1985-07-04,23971,"Senior Engineer",1997-03-29,2002-07-24
23973,1964-06-23,Sanjai,Malabarba,F,1995-03-10,23973,"Senior Engineer",1999-03-12,9999-01-01
23974,1959-01-24,Etsuo,Yemenis,F,1992-08-01,23974,"Senior Engineer",2001-08-01,9999-01-01
23975,1960-07-03,Mohammed,Passafiume,F,1991-02-09,23975,"Senior Engineer",1996-11-07,2000-12-08
