emp_no,birth_date,first_name,last_name,gender,hire_date
496326,1952-11-19,Xuejun,Angelopoulos,M,1986-04-10
496325,1962-05-26,Ekawit,Bahk,M,1986-07-16
496324,1960-07-15,Sasan,Kranzdorf,M,1996-08-06
496323,1958-01-12,Kayoko,Kakkad,F,1985-12-12
496322,1958-08-02,Moon,Gomatam,M,1985-10-26
496321,1961-11-06,Mihalis,Hebden,M,1987-01-18
496320,1964-12-30,Maja,Munke,M,1987-08-31
496319,1961-08-13,Florian,Baranowski,M,1990-12-24
496318,1962-12-04,Takahiro,Akaboshi,M,1986-04-10
496317,1954-10-10,Ranga,Shokrollahi,M,1989-01-20
496316,1961-04-27,Tristan,Taubman,M,1985-03-07
496315,1958-01-17,Yuichiro,Anger,M,1987-10-23
496314,1962-11-22,Khatoun,Peroz,F,1986-05-07
496313,1963-11-19,Tetsushi,Shobatake,F,1986-05-04
496312,1955-09-10,Kwangsub,Huttel,F,1987-04-04
496311,1959-03-17,Josyula,Schaaf,M,1989-03-03
496310,1955-07-09,Yuuichi,Danecki,F,1993-05-24
496309,1963-12-23,Kiyomitsu,Shiratori,F,1989-02-27
496308,1964-03-29,Gennady,Reistad,F,1986-10-05
496307,1959-10-23,Siamak,Milicic,F,1985-08-05
496306,1957-08-31,Kokou,Chimia,M,1985-10-06
496305,1956-08-28,Naftali,Glinert,F,1997-10-29
496304,1954-10-07,Phuoc,Kruskal,M,1985-10-12
496303,1952-10-30,Phuoc,Provine,M,1991-09-30
496302,1953-02-24,Adas,Plesums,F,1988-07-03
496301,1955-04-26,Yinlin,Chinin,F,1991-08-21
496300,1953-01-13,Candida,Kropatsch,M,1985-06-23
496299,1956-05-03,Richard,Luft,M,1986-07-23
496298,1964-09-30,Randy,Peot,M,1988-04-22
496297,1961-01-07,Ute,Vingron,F,1988-04-04
496296,1964-06-03,Tadahiko,Burnard,F,1991-12-10
496295,1953-08-19,Nathan,Plavsic,F,1986-02-12
496294,1955-03-08,Owen,Papastamatiou,M,1990-11-23
496293,1957-11-10,Aksel,Denna,M,1992-01-07
496292,1953-03-31,Gao,Ranai,M,1991-08-17
496291,1961-09-29,Kauko,Thorensen,F,1986-02-01
496290,1953-02-26,Godehard,Pettit,M,1987-08-30
496289,1961-09-02,Genevieve,Ventosa,M,1985-09-19
496288,1955-05-30,Chriss,Gecsel,M,1988-02-20
496287,1962-01-26,Randi,Angiulli,M,1993-05-25
496286,1960-01-27,Murthy,Bennet,F,1986-04-22
496285,1958-06-26,Sasan,Hoppenstand,F,1995-12-23
496284,1955-06-05,Goo,Sevcikova,M,1991-07-21
496283,1958-08-07,Huiqun,Barriga,F,1989-07-07
496282,1954-01-20,Kotesh,Anguita,M,1986-12-30
496281,1962-02-20,Keiichiro,Deyuan,M,1985-04-05
496280,1958-05-20,Feixiong,Tchuente,M,1987-04-18
496279,1958-06-11,Yahiko,Katiyar,M,1991-09-03
496278,1952-08-29,Karlis,Gunderson,M,1992-02-11
496277,1960-05-15,Tadahiko,Ozery,M,1986-11-18
496276,1960-11-19,Makato,Lanzelotte,F,1989-09-15
496275,1964-08-23,Rajmohan,Valtorta,M,1995-06-23
496274,1963-07-27,Volkmar,Badr,F,1985-07-26
496273,1961-05-06,Perry,Simkin,F,1993-05-28
496272,1964-06-23,Susuma,Naumovich,M,1997-07-21
496271,1962-02-08,Dzung,Gornas,M,1988-06-15
496270,1964-05-30,Demos,Morrey,M,1993-10-06
496269,1955-02-13,Yechezkel,Broder,M,1991-01-10
496268,1959-09-19,Xuejun,Baby,M,1993-05-13
496267,1962-04-01,Susuma,Decaestecker,M,1995-01-10
496266,1963-12-21,Heather,Pluym,M,1992-01-09
496265,1953-08-13,Aran,Emden,F,1988-04-26
496264,1953-06-29,Olivera,Eldridge,M,1988-09-22
496263,1956-06-01,Aluzio,Steinauer,M,1989-04-22
496262,1953-09-29,Kazuhira,Kleiser,M,1994-08-04
496261,1963-12-02,Constantino,Narlikar,M,1986-02-17
496260,1953-01-05,Mary,Showalter,M,1990-05-07
496259,1957-06-16,Georg,Heiserman,M,1987-05-23
496258,1955-01-29,Khun,Cannata,M,1989-09-19
496257,1953-03-08,Kokou,Hatcliff,M,1997-08-02
496256,1955-04-01,Noritoshi,Skrikant,M,1994-01-29
496255,1960-10-31,Tesuro,Kampfer,M,1992-10-12
496254,1958-12-19,Weijing,Velasco,F,1985-11-19
496253,1955-06-13,Zorica,Kushner,F,1997-07-12
496252,1952-08-03,Marc,Weedman,F,1987-07-28
496251,1957-07-22,Dietrich,Curless,M,1992-04-16
496250,1955-10-20,Zhonghua,Rando,F,1991-09-20
496249,1956-06-28,Adas,Dehkordi,M,1997-01-09
496248,1961-12-22,Murthy,Chandrasekhar,F,1989-08-16
496247,1962-10-20,Gil,Spinelli,F,1986-10-31
496246,1952-04-23,Arne,Chimia,F,1987-06-01
496245,1958-07-05,Houman,Reistad,M,1985-04-09
496244,1959-07-29,Faiza,Kalloufi,M,1992-02-28
496243,1958-06-25,Minghong,Ranum,F,1991-10-17
496242,1952-03-20,Angel,Comyn,F,1989-11-15
496241,1953-11-24,Zhensheng,Reinhard,M,1994-04-06
496240,1954-11-06,Joydip,Majewski,M,1997-04-18
496239,1958-04-11,Along,Pramanik,F,1988-12-26
496238,1958-02-23,Gila,Sifakis,M,1996-01-12
496237,1962-06-23,Ottavia,Heering,M,1985-04-21
496236,1952-09-08,Tianruo,Yurov,M,1995-11-19
496235,1958-07-05,Yishai,Copas,F,1992-08-31
496234,1953-08-31,Conal,Luga,M,1996-12-01
496233,1962-07-28,Garnet,Marrakchi,M,1985-11-04
496232,1959-12-28,Zhonghui,Talmor,F,1988-11-22
496231,1963-01-20,Masaru,Condotta,M,1987-08-24
496230,1961-05-30,Shugo,Parascandalo,F,1989-10-28
496229,1956-02-20,Hilari,Picci,F,1991-11-29
496228,1959-02-23,Kien,Taubman,M,1991-07-04
496227,1953-01-10,Satoru,Stentiford,F,1988-09-17
496226,1957-08-20,Ramalingam,Bernick,M,1990-03-13
496225,1964-08-14,Ayakannu,Domenig,M,1994-11-07
496224,1961-07-20,Takahito,Ritzmann,M,1992-04-26
496223,1964-03-21,Tsvetan,Dahlbom,F,1994-04-14
496222,1954-09-20,Yaghout,Esposito,F,1987-12-05
496221,1964-07-03,Torsten,Brattka,F,1991-01-11
496220,1959-05-21,Yucel,Swen,M,1988-07-19
496219,1959-05-22,Charmane,Werthner,F,1986-02-24
496218,1952-07-10,Tomokazu,Ozery,M,1990-03-04
496217,1962-11-03,Masanao,Polupanov,M,1985-09-19
496216,1957-09-19,Martijn,Itschner,F,1985-10-08
496215,1953-06-08,Lunjin,Erde,F,1988-12-27
496214,1955-10-31,Brendon,Cronan,M,1995-08-10
496213,1959-08-01,Changho,Kushnir,F,1986-03-14
496212,1952-02-09,Sreenivas,Birnbaum,M,1995-12-01
496211,1955-01-17,Yolla,Syrzycki,F,1989-05-30
496210,1960-07-02,Alagu,Szmurlo,M,1986-09-17
496209,1953-08-03,Babette,Schneeberger,F,1989-05-10
496208,1954-09-29,Arco,Benzmuller,F,1992-10-05
496207,1952-11-13,Prodip,Ermel,M,1988-10-09
496206,1960-04-26,Chiranjit,Zeleznik,F,1992-11-22
496205,1953-04-23,Hatim,Narwekar,F,1993-03-17
496204,1963-05-27,Aleksandar,Oxman,F,1991-01-11
496203,1953-07-26,Etsuo,Bellone,M,1992-09-08
496202,1957-01-22,Renny,Georgatos,M,1990-08-12
496201,1957-08-13,Chaitali,Reeker,M,1988-12-17
496200,1957-05-10,Kwangjo,Merlo,M,1990-11-07
496199,1960-12-05,Chaosheng,Gajiwala,F,1985-05-16
496198,1953-08-31,Volkmar,Panangaden,M,1987-05-09
496197,1960-01-26,Mitsuyuki,Luft,M,1997-05-21
496196,1955-10-22,Toshiko,Porotnikoff,F,1987-12-04
496195,1952-03-12,IEEE,Thibadeau,M,1985-07-16
496194,1962-01-02,Paddy,Maliniak,F,1987-08-15
496193,1953-12-02,Jamaludin,Sankaranarayanan,M,1990-08-31
496192,1952-02-07,Qunsheng,Weedman,M,1987-09-14
496191,1956-02-27,Sariel,Staelin,F,1998-02-05
496190,1954-03-05,Zhensheng,Luga,M,1994-01-14
496189,1961-06-19,Nidapan,Akazan,M,1985-11-27
496188,1960-09-11,Renee,Demian,F,1989-10-04
496187,1956-01-01,Randi,Berstel,M,1985-10-15
496186,1962-12-07,Hugh,Wiegley,M,1997-09-21
496185,1954-12-22,Tadanori,Gomatam,M,1991-10-30
496184,1961-07-20,Nitsan,Boyle,M,1991-06-18
496183,1957-12-23,Edwin,Chinal,F,1989-07-11
496182,1957-05-05,Tsz,Swan,F,1992-12-20
496181,1957-05-12,Dung,Whitcomb,M,1987-12-10
496180,1954-04-17,Alassane,Siepmann,M,1987-04-15
496179,1961-11-21,Nidapan,Bala,M,1986-01-10
496178,1959-06-26,Nikolaos,Codenie,F,1985-09-28
496177,1957-10-30,Boguslaw,Dayang,F,1987-07-09
496176,1964-05-19,Aleksandar,Teitelbaum,F,1985-03-02
496175,1964-01-25,Xiaoqiang,Tokunaga,M,1990-04-06
496174,1954-08-10,Mary,Staudhammer,M,1988-11-30
496173,1956-04-14,Makato,Auria,F,1989-07-11
496172,1963-03-03,Przemyslawa,Griswold,F,1993-03-10
496171,1957-12-05,Atilio,Karcich,F,1985-09-14
496170,1964-11-23,Cheong,Hasham,M,1987-05-10
496169,1963-12-18,Bernice,Foote,F,1997-06-22
496168,1960-09-26,Soenke,Keohane,M,1996-03-14
496167,1964-07-31,Gennady,Antonisse,M,1986-04-27
496166,1955-09-01,Aran,Bashian,F,1990-10-12
496165,1956-09-23,Muneo,Angelopoulos,M,1990-12-19
496164,1952-02-09,Yurii,Comyn,M,1990-11-30
496163,1957-10-14,Fumiko,Ritcey,F,1990-08-12
496162,1960-08-26,Akeel,Kisuki,F,1993-01-23
496161,1964-12-01,Tonny,Stille,M,1993-08-15
496160,1958-06-11,Miquel,Minakawa,F,1986-12-28
496159,1963-07-29,Aris,Matzov,F,1995-10-18
496158,1959-09-21,Piyush,Capobianchi,F,1988-04-08
496157,1960-12-14,Poorav,Penz,F,1989-01-26
496156,1960-08-23,Volkmar,Waymire,F,1995-12-06
496155,1963-04-12,Hironobu,Axelband,M,1988-07-12
496154,1959-04-08,Yifei,Fabrizio,F,1991-08-13
496153,1963-01-20,Otmar,Servi,F,1985-09-27
496152,1957-12-02,Gonzalo,Bala,M,1992-09-07
496151,1954-03-15,Katsuo,Mateescu,F,1987-08-25
496150,1954-05-05,Dmitry,Marrakchi,M,1988-10-28
496149,1962-04-25,Tuval,Hebden,F,1986-11-16
496148,1956-08-17,Jiong,Thiran,F,1992-11-19
496147,1959-03-28,Jianwen,Neiman,F,1990-04-17
496146,1956-06-14,Sergi,Maliniak,M,1990-02-16
496145,1956-12-18,Jouko,Carrere,M,1990-06-02
496144,1964-12-03,Kerhong,Blokdijk,M,1987-11-04
496143,1953-09-04,Somnath,Driscoll,F,1988-01-08
496142,1958-11-14,Aris,Bade,M,1993-01-28
496141,1954-04-01,Zengping,Rahier,M,1995-09-21
496140,1957-09-08,Chaosheng,Krupka,M,1986-05-23
496139,1957-04-14,Siamak,Setiz,F,1985-11-24
496138,1960-04-11,Oscal,Bale,F,1985-05-21
496137,1954-05-25,Kenroku,Farris,M,1990-01-28
496136,1959-05-22,Susanna,Sanella,F,1985-10-05
496135,1960-01-05,Tadahiro,Esteva,M,1994-04-16
496134,1963-06-25,Flemming,Masaki,M,1994-03-31
496133,1960-05-20,Eirik,Kalsbeek,F,1985-06-30
496132,1960-06-08,Navid,Etalle,F,1987-09-28
496131,1952-03-09,Xuejia,Krone,F,1992-11-19
496130,1963-01-04,Arne,Chaudhury,F,1990-07-25
496129,1961-09-25,Suzette,Skafidas,F,1995-12-30
496128,1960-01-31,Marsha,Bonifati,F,1986-10-11
496127,1955-12-27,Parto,Delaune,M,1991-12-09
496126,1956-05-08,Tsuneo,Broomell,M,1993-03-24
496125,1958-06-17,Ennio,Fraisse,F,1985-03-12
496124,1961-09-13,Shaibal,Emmart,M,1987-03-22
496123,1956-10-28,Mohua,Klerer,M,1992-06-30
496122,1958-10-07,Dante,Hellwagner,F,1998-10-09
496121,1954-04-30,Malu,Jayawardene,M,1987-04-04
496120,1963-10-26,Guozhong,Cmelik,M,1995-01-28
496119,1958-12-20,Gal,Wuwongse,F,1988-05-28
496118,1961-08-05,Marsja,Matzat,M,1987-03-12
496117,1963-12-31,Poornachandra,Preusig,M,1995-06-28
496116,1956-04-08,Bader,Serna,M,1989-05-10
496115,1960-01-22,Alain,Schade,F,1991-06-20
496114,1957-03-14,Isamu,Comyn,M,1988-08-03
496113,1952-04-23,Gonzalo,Zeilberger,M,1996-10-10
496112,1957-05-07,Aloys,Pehl,F,1989-12-04
496111,1962-05-30,Ulises,Savasere,F,1989-01-30
496110,1961-10-29,Otilia,Babb,M,1992-12-14
496109,1957-12-01,Fabrizio,Shinomoto,M,1988-06-22
496108,1954-10-25,Atreyi,Samarati,M,1988-07-16
496107,1953-12-06,Vitaly,Shobatake,M,1988-05-16
496106,1959-10-06,Shiv,Angelov,F,1993-06-26
496105,1952-08-20,Bernd,Hutton,M,1995-01-02
496104,1956-05-08,Avishai,Kobara,M,1990-07-13
496103,1956-03-25,Mohammed,Sidhu,F,1995-03-20
496102,1959-08-04,Baocai,Kavraki,M,1987-11-29
496101,1956-07-17,Kwun,Nivat,F,1990-05-02
496100,1965-01-07,Pranjal,Reinhard,F,1988-11-05
496099,1959-01-17,Charmane,Ramras,M,1986-04-13
496098,1959-05-12,Idoia,Michaels,M,1986-06-08
496097,1952-06-14,Zdislav,Deverell,M,1987-09-09
496096,1964-01-02,Kwangsub,Fiebach,F,1990-05-22
496095,1956-05-27,Guther,Guardalben,M,1985-06-02
496094,1953-12-28,Ziva,Yoshimura,M,1994-11-19
496093,1953-09-03,Yucel,Asser,M,1995-09-16
496092,1960-02-06,Yongdong,Jakobus,M,1992-08-29
496091,1954-01-12,Joydip,Theuretzbacher,M,1993-08-27
496090,1962-05-27,Radhia,Woycyznski,M,1985-07-27
496089,1964-02-17,Mikhail,Brookman,M,1990-06-09
496088,1953-01-24,Gina,Woycyznski,M,1991-12-28
496087,1964-05-25,Sudharsan,Servi,F,1989-06-13
496086,1963-03-30,Odysseas,Delgrande,M,1988-02-18
496085,1961-09-09,Yongqiao,Reinhard,F,1986-01-01
496084,1953-03-28,Yagil,Nishimukai,M,1990-08-20
496083,1956-06-02,Marit,Erni,M,1985-10-07
496082,1957-07-21,Xuedong,Rullman,M,1988-04-27
496081,1964-06-16,Udi,Puppo,F,1985-10-01
496080,1952-07-26,Zongyan,DiGiano,M,1996-07-09
496079,1962-05-05,Bader,Gien,M,1985-03-07
496078,1953-12-27,Chuanyi,Kabayashi,F,1987-10-30
496077,1952-11-03,Anyuan,Albarhamtoshy,M,1985-12-17
496076,1961-07-26,Mayuri,Sadowski,M,1991-02-03
496075,1959-05-28,Gunilla,Snedden,M,1990-09-04
496074,1953-09-19,Flemming,Katiyar,F,1988-04-03
496073,1957-12-04,Kannan,Waymire,M,1989-11-10
496072,1959-05-21,Pantung,Menhoudj,M,1987-07-28
496071,1962-01-28,Khatoun,Bernardeschi,M,1987-10-16
496070,1957-08-24,Sasan,Garnham,M,1986-12-31
496069,1960-03-22,Pantung,Openshaw,F,1992-04-12
496068,1958-10-09,Anneke,Haraldson,F,1989-03-18
496067,1952-03-29,Erzsebet,Schaaf,M,1991-06-07
496066,1953-01-05,Doohun,Kroha,M,1989-12-06
496065,1960-01-17,Xiaobin,Macedo,M,1988-09-14
496064,1957-05-18,Huan,Swen,F,1986-11-14
496063,1960-06-01,Ramzi,Redmiles,M,1992-06-30
496062,1955-01-18,Xinan,Legleitner,M,1994-05-02
496061,1964-01-20,Tran,Uhrik,M,1991-03-21
496060,1957-06-19,Brigham,Bage,F,1995-01-22
496059,1956-04-24,Jolita,Shokrollahi,F,1985-06-13
496058,1961-10-27,Niteen,Laventhal,F,1994-01-21
496057,1957-01-28,Kitty,Braccini,M,1986-11-23
496056,1952-11-24,Sanjai,Lipner,F,1990-03-21
496055,1955-04-19,Fumiya,Delgrande,F,1986-08-04
496054,1959-03-10,Hugh,Ecklund,F,1987-09-10
496053,1959-04-10,Utz,Miara,F,1987-07-27
496052,1962-11-11,Luigi,Cunliffe,F,1993-08-23
496051,1960-01-26,Mohamadou,Schonegge,M,1986-04-14
496050,1964-02-26,Kiyomitsu,Serna,M,1987-05-09
496049,1953-10-12,Parke,Snyers,F,1995-05-27
496048,1964-10-12,Yurii,Vilarrasa,F,1989-11-27
496047,1959-09-02,Sanjiv,Ruther,F,1985-03-27
496046,1961-11-12,Gianluca,Gerlach,M,1990-02-03
496045,1953-08-02,Marco,Baik,F,1985-07-25
496044,1958-05-26,Gopalakrishnan,Gornas,M,1988-10-27
496043,1964-05-20,Zhonghui,Matzat,M,1993-04-14
496042,1953-11-24,Sanjeeva,Portugali,F,1985-10-02
496041,1963-11-23,Abdulla,Stifter,F,1989-08-30
496040,1962-02-17,Ayakannu,Furedi,M,1990-02-08
496039,1953-04-03,Masamitsu,Bellone,M,1988-03-20
496038,1959-06-19,Candida,Siksek,F,1995-03-17
496037,1960-06-13,Jeanna,Murtha,M,1986-06-08
496036,1957-05-14,DeForest,Remmers,F,1987-08-07
496035,1963-02-04,Billie,Nitsch,F,1993-09-16
496034,1956-09-16,Jackson,Tibblin,F,1994-08-30
496033,1957-07-03,Jolita,Gunderson,M,1985-07-26
496032,1954-07-28,Trygve,Tischendorf,F,1988-07-28
496031,1962-07-30,Vitaly,Gimbel,M,1992-09-25
496030,1964-03-24,Barton,Seuren,M,1985-07-25
496029,1963-08-20,Muzhong,Krogh,M,1989-11-22
496028,1962-09-17,Kinh,Bernatsky,M,1989-08-15
496027,1959-08-27,Florina,Turnbull,F,1987-02-17
496026,1962-08-07,Karsten,Lodder,M,1986-05-01
496025,1964-08-01,Huei,Prochazka,F,1988-08-17
496024,1961-09-21,Patricio,Benzaken,F,1986-11-08
496023,1955-11-10,Eirik,Borstler,M,1986-04-21
496022,1962-09-21,Mabo,Chenney,M,1989-05-22
496021,1963-05-13,Xinyu,Hiroyama,F,1986-02-11
496020,1953-06-27,Lene,Coombs,M,1986-06-12
496019,1955-04-05,Teruyuki,Roisin,M,1987-11-30
496018,1953-06-29,Shuichi,Anily,F,1990-01-17
496017,1952-04-05,Faiza,Rodham,M,1986-05-30
496016,1956-01-26,Gay,Peck,M,1995-01-31
496015,1957-09-16,Qunsheng,Erdi,M,1987-05-11
496014,1955-05-18,Yuchang,Barbanera,M,1988-03-12
496013,1957-03-10,Kiam,Shrader,F,1986-08-06
496012,1954-09-18,Takushi,Swan,F,1986-05-26
496011,1963-11-07,Lein,Lorho,F,1998-08-09
496010,1953-04-18,Flemming,Gewali,M,1992-10-09
496009,1954-08-26,JiYoung,Matzov,M,1994-10-21
496008,1954-07-14,Chaoyi,Henseler,F,1993-11-26
496007,1959-08-30,Piyush,Walston,F,1992-07-14
496006,1954-04-10,Chrisa,Jumpertz,M,1989-01-15
496005,1959-01-12,Arlette,Terkki,M,1995-01-19
496004,1964-07-27,Caolyn,Antonisse,M,1991-01-14
496003,1956-10-25,Arumugam,Baba,F,1992-09-20
496002,1953-04-05,Mansur,Hinsberger,M,1985-08-03
496001,1962-04-18,Guozhong,Unni,F,1988-02-28
496000,1956-05-14,Changho,Kusakari,F,1993-01-23
495999,1960-01-06,Billur,Gilg,M,1985-11-01
495998,1962-08-08,Maja,Lorho,M,1986-11-15
495997,1955-02-12,Lene,Vadhan,F,1988-12-16
495996,1958-03-05,Djenana,Hebden,M,1992-06-15
495995,1955-05-16,Marjo,Muchinsky,F,1985-02-02
495994,1958-09-06,Bader,Denos,F,1991-05-25
495993,1952-07-22,Demin,Clemencon,M,1990-10-14
495992,1961-03-10,Hausi,Liesche,F,1990-02-28
495991,1962-07-28,Satyanarayana,Mitina,M,1987-08-25
495990,1962-05-26,Danai,Keustermans,M,1991-09-28
495989,1958-09-15,Marla,Lorin,F,1992-08-12
495988,1956-06-08,Trygve,Argence,M,1988-08-14
495987,1958-11-07,Jayesh,Hofmeyr,M,1995-01-15
495986,1964-03-11,Shaibal,Stamatiou,F,1992-05-12
495985,1964-07-06,Makato,Buchter,F,1992-08-03
495984,1953-04-13,Rajmohan,Snyers,F,1989-05-07
495983,1962-02-17,Abdelghani,Kawashimo,F,1994-05-19
495982,1953-07-27,Saniya,Dehkordi,M,1995-03-28
495981,1964-11-04,Parviz,Leaver,F,1986-04-10
495980,1956-08-20,Tremaine,Demizu,M,1992-04-13
495979,1959-06-22,Mani,Hainaut,F,1994-08-26
495978,1954-03-30,Khedija,Cappello,M,1985-08-13
495977,1956-02-26,Jouni,Serna,M,1994-09-20
495976,1962-07-10,Chaitali,Barriga,F,1991-11-08
495975,1960-12-04,Tuval,Oxenboll,M,1995-09-07
495974,1960-03-26,Vasilii,Klassen,F,1987-01-27
495973,1960-07-23,Serge,Gluchowski,F,1987-10-20
495972,1953-10-20,Kirk,Piveteau,M,1994-08-16
495971,1959-04-02,Yuguang,Chaudhury,M,1995-06-19
495970,1963-06-25,Shuky,Kuzuoka,M,1989-05-24
495969,1965-01-01,Geoffrey,Panienski,M,1988-11-28
495968,1964-06-16,Kamran,Hofstetter,F,1995-10-09
495967,1959-04-26,Amstein,Oxenboll,M,1988-05-10
495966,1962-11-30,Danil,Lindqvist,M,1998-04-14
495965,1954-03-10,Remko,Knightly,F,1989-04-29
495964,1960-01-07,Howell,Bhattacharjee,M,1991-05-04
495963,1960-02-25,Sadok,Asser,F,1989-02-08
495962,1962-02-11,Sham,Provine,F,1989-08-10
495961,1952-05-23,Piyawadee,Imataki,M,1986-12-13
495960,1957-06-24,Jeanne,Kalorkoti,F,1985-08-10
495959,1958-05-27,Uri,Rubsam,F,1989-03-06
495958,1952-02-27,Angel,Reutenauer,F,1986-05-24
495957,1964-10-19,Goetz,Weisert,F,1992-02-29
495956,1958-03-15,Edwin,Kolvik,M,1996-11-04
495955,1953-08-24,Make,Munos,M,1991-12-30
495954,1958-07-17,Jianhua,Winter,M,1995-03-22
495953,1963-01-23,Chriss,Krupka,M,1992-11-28
495952,1960-02-21,Berni,Danley,F,1987-09-19
495951,1963-06-14,Froduald,Vesna,F,1995-11-26
495950,1964-07-15,Zita,Azadmanesh,F,1992-05-22
495949,1954-11-11,Shaleah,Glinert,F,1986-12-12
495948,1964-01-10,Shin,Vesel,F,1987-11-06
495947,1952-04-05,Sigeru,Puoti,M,1991-01-27
495946,1960-10-02,Krassimir,Perng,F,1998-03-16
495945,1960-10-17,Mingzeng,Ambroszkiewicz,M,1994-11-16
495944,1960-12-03,Chrisa,Tasistro,F,1990-07-03
495943,1954-03-23,Kenroku,Deville,M,1992-11-23
495942,1952-02-28,Roddy,Gunderson,M,1991-05-28
495941,1952-08-28,Nathalie,Engberts,M,1986-10-03
495940,1956-12-29,Kazunori,Belinskaya,M,1987-03-13
495939,1952-10-19,Saniya,Domenig,F,1991-11-26
495938,1961-04-30,Yifei,Fontet,M,1991-02-02
495937,1952-03-29,Mani,Bahk,F,1997-05-25
495936,1960-03-01,Nahum,Swiss,F,1993-02-01
495935,1960-08-14,Alejandra,Gewali,M,1993-11-15
495934,1964-02-27,Dekang,Morton,F,1994-06-10
495933,1964-01-30,Zhanqiu,Ohori,M,1992-05-07
495932,1964-11-11,Weiwu,Mikschl,M,1988-08-21
495931,1958-04-23,Insup,Engelmann,M,1995-11-25
495930,1958-01-08,Souichi,Ressouche,F,1997-12-26
495929,1961-03-13,Pohua,Bultermann,M,1996-02-17
495928,1960-11-13,Genki,Randt,F,1995-07-03
495927,1956-03-29,Sakthirel,Conia,M,1990-06-26
495926,1964-09-14,Constantino,Trachtenberg,F,1986-12-22
495925,1952-10-11,Guttorm,Bage,F,1985-03-11
495924,1964-11-28,Randi,Hardjono,M,1988-09-20
495923,1954-12-18,Seongbin,Levergood,F,1990-04-03
495922,1960-04-08,Bojan,Bahr,F,1992-04-20
495921,1964-11-28,Takushi,Lyonns,M,1995-01-13
495920,1963-07-31,Adly,Validov,M,1991-12-23
495919,1961-10-13,Hidde,Hebert,M,1985-09-29
495918,1954-08-11,Munehiko,Krychniak,M,1987-02-15
495917,1962-11-08,Toshiko,Binding,F,1986-05-27
495916,1957-09-27,Ferdinand,Linares,M,1985-07-02
495915,1964-06-22,Ulises,Fontan,M,1988-04-05
495914,1961-02-08,Ramzi,DasSarma,M,1985-04-24
495913,1959-04-05,Stein,Riexinger,M,1998-02-06
495912,1958-08-24,Shuichi,Mitsuhashi,M,1989-09-28
495911,1960-04-29,Moss,Schieder,M,1985-07-18
495910,1961-07-21,Chanjung,Ramsay,M,1989-09-07
495909,1954-07-05,Heping,Swick,M,1998-06-18
495908,1961-08-23,Barna,Zhiwei,F,1993-01-08
495907,1957-09-01,Manibrata,Fordan,F,1992-09-08
495906,1961-04-24,Oddvar,Schmiedel,F,1990-04-09
495905,1958-11-02,King,Bala,F,1989-12-23
495904,1964-06-14,Dmitri,Schmiedel,M,1993-02-24
495903,1958-01-03,Leszek,Kilgour,M,1992-04-28
495902,1961-05-15,Anyuan,Peris,F,1987-10-25
495901,1953-05-24,Ibibia,Kalsbeek,M,1993-11-22
495900,1964-09-07,Hugh,Kavvadias,M,1989-07-29
495899,1964-04-30,Kokou,Hoppenstand,F,1987-08-12
495898,1953-10-23,Jiang,Pellegrinelli,M,1991-02-19
495897,1962-04-05,Karsten,Azevdeo,F,1985-03-23
495896,1955-07-01,Udaiprakash,Hemaspaandra,M,1988-03-10
495895,1954-07-30,Yuichiro,Heemskerk,F,1986-04-17
495894,1952-02-16,Iara,Atrawala,F,1993-07-07
495893,1960-07-23,Paraskevi,Homond,M,1987-05-29
495892,1953-01-05,Neven,Wynblatt,F,1991-03-19
495891,1963-06-30,Shan,Lanphier,M,1986-03-14
495890,1961-08-02,Hatim,Remmers,F,1996-05-28
495889,1955-04-21,Masanao,Chvatal,F,1986-08-25
495888,1956-05-19,Nitsan,Marletta,F,1985-06-03
495887,1955-10-27,Nevio,Kilgore,F,1997-07-03
495886,1963-10-23,Magy,Kalefeld,F,1993-02-13
495885,1957-03-09,Weijing,Zizka,F,1987-09-14
495884,1955-02-25,Moto,Kragelund,M,1986-02-16
495883,1960-10-05,Gully,Uchoa,M,1992-10-17
495882,1952-09-14,Bedir,Whittlesey,M,1991-08-19
495881,1962-08-19,Rimli,Fujisawa,M,1993-01-26
495880,1957-02-01,Tuval,Atrawala,M,1985-03-14
495879,1954-11-28,Aimee,Imataki,F,1989-12-30
495878,1958-10-26,Saeed,Kaiserswerth,F,1999-06-26
495877,1964-08-07,Rasikan,Serra,F,1988-09-26
495876,1954-02-26,Masasuke,Deville,M,1986-12-27
495875,1960-04-18,Uma,Rande,M,1985-07-30
495874,1953-03-01,Youngkon,Chenney,M,1988-01-02
495873,1954-03-22,Jackson,Crabtree,M,1988-02-28
495872,1958-02-19,Sajjad,Waleschkowski,M,1988-06-17
495871,1956-02-08,Bartek,Kornatzky,F,1991-09-19
495870,1958-09-17,Constantine,Usery,M,1987-04-20
495869,1954-03-08,Shai,Pluym,F,1986-09-01
495868,1964-12-13,Georg,Buchter,M,1990-03-31
495867,1958-08-15,Shin,Perng,F,1997-06-17
495866,1953-08-26,Gen,Kaiserswerth,F,1988-08-22
495865,1961-10-17,Denny,Fasbender,M,1988-06-19
495864,1963-06-12,Adly,Heering,M,1988-10-14
495863,1961-06-02,Chenxi,Dehkordi,F,1990-07-08
495862,1955-10-17,Moty,Suppi,M,1988-01-09
495861,1964-03-16,Holgard,Emmart,M,1988-07-07
495860,1953-04-08,Ayakannu,Perng,M,1985-09-15
